community_num	old_oai_id
18014116	oai:oaicat.oclc.org:SS7730635_7730635_10947937_LAWRENCE
1325757	oai:oaicat.oclc.org:SS7729499_7729499_8275261_CORNELL
9401661	oai:oaicat.oclc.org:SS7729975_7729975_8835949_TRINITY
8191192	oai:oaicat.oclc.org:SS7729975_7729975_8557458_TRINITY
10681412	oai:oaicat.oclc.org:SS7729975_7729975_9407125_TRINITY
574157	oai:oaicat.oclc.org:SS7729995_7729995_8368451_CORNELL
8192910	oai:oaicat.oclc.org:SS7729975_7729975_8558997_TRINITY
1486920	oai:oaicat.oclc.org:SS7729596_7729596_6995723_CORNELL
2673967	oai:oaicat.oclc.org:SS7729463_7729463_8381094_CORNELL
1318105	oai:oaicat.oclc.org:SS7729499_7729499_6259538_CORNELL
9012271	oai:oaicat.oclc.org:SS7729975_7729975_8614366_TRINITY
2942853	oai:oaicat.oclc.org:SS7729444_7729444_8343356_DELW
324440	oai:oaicat.oclc.org:SS7729421_7729421_626094_DELW
1314161	oai:oaicat.oclc.org:SS7729499_7729499_6257488_CORNELL
308840	oai:oaicat.oclc.org:SS7729421_7729421_651489_DELW
2676943	oai:oaicat.oclc.org:SS7729463_7729463_8388962_CORNELL
1517196	oai:oaicat.oclc.org:SS7729596_7729596_6996410_CORNELL
548229	oai:oaicat.oclc.org:SS7729995_7729995_8361415_CORNELL
13508200	oai:oaicat.oclc.org:SS7731300_7731300_10894673_CUNY
1313839	oai:oaicat.oclc.org:SS7729499_7729499_5114299_CORNELL
1335298	oai:oaicat.oclc.org:SS7729472_7729472_8406619_CORNELL
2678125	oai:oaicat.oclc.org:SS7729463_7729463_8388238_CORNELL
550216	oai:oaicat.oclc.org:SS7729995_7729995_8365333_CORNELL
550001	oai:oaicat.oclc.org:SS7729995_7729995_8365515_CORNELL
14314327	oai:oaicat.oclc.org:SS7730635_7730635_10785762_LAWRENCE
2861422	oai:oaicat.oclc.org:SS7729596_7729596_9157401_CORNELL
302743	oai:oaicat.oclc.org:SS7729441_7729441_589600_CORNELL
1712222	oai:oaicat.oclc.org:SS7729596_7729596_8477311_CORNELL
503752	oai:oaicat.oclc.org:SS7729539_7729539_1667432_CORNELL
1321448	oai:oaicat.oclc.org:SS7729499_7729499_5892642_CORNELL
1321947	oai:oaicat.oclc.org:SS7729499_7729499_6986342_CORNELL
2671854	oai:oaicat.oclc.org:SS7729463_7729463_8387813_CORNELL
16648849	oai:oaicat.oclc.org:SS7730635_7730635_10942596_LAWRENCE
302514	oai:oaicat.oclc.org:SS7729441_7729441_588769_CORNELL
10918278	oai:oaicat.oclc.org:AWSS35953_35953_29671198
9116944	oai:oaicat.oclc.org:SS7730437_7730437_8637126_BRYN
323361	oai:oaicat.oclc.org:SS7729440_7729440_614288_CORNELL
8416145	oai:oaicat.oclc.org:SS7729975_7729975_8579621_TRINITY
2842647	oai:oaicat.oclc.org:SS7729997_7729997_8330848_TRINITY
9221963	oai:oaicat.oclc.org:SS7729463_7729463_8859429_CORNELL
2574345	oai:oaicat.oclc.org:SS7729995_7729995_8472095_CORNELL
17441193	oai:oaicat.oclc.org:SS7729418_7729418_11841977_COLBY
3815690	oai:oaicat.oclc.org:SS7729975_7729975_8485943_TRINITY
10960940	oai:oaicat.oclc.org:SS7729975_7729975_9701688_TRINITY
9217656	oai:oaicat.oclc.org:SS7729463_7729463_8859620_CORNELL
2674537	oai:oaicat.oclc.org:SS7729463_7729463_8383932_CORNELL
48055	oai:oaicat.oclc.org:SS7729418_7729418_11971252_COLBY
602430	oai:oaicat.oclc.org:SS7730455_7730455_8784734_BRYN
1308902	oai:oaicat.oclc.org:SS7729497_7729497_3075680_WASH
2679499	oai:oaicat.oclc.org:SS7729463_7729463_8394921_CORNELL
9221090	oai:oaicat.oclc.org:SS7729463_7729463_8865069_CORNELL
2674544	oai:oaicat.oclc.org:SS7729463_7729463_8383936_CORNELL
9219241	oai:oaicat.oclc.org:SS7729463_7729463_8868571_CORNELL
9218756	oai:oaicat.oclc.org:SS7729463_7729463_8869006_CORNELL
9217531	oai:oaicat.oclc.org:SS7729463_7729463_8867776_CORNELL
548893	oai:oaicat.oclc.org:SS7729995_7729995_8362436_CORNELL
1406111	oai:oaicat.oclc.org:SS7729596_7729596_3048724_CORNELL
215866	oai:oaicat.oclc.org:SS7729473_7729473_773616_CORNELL
548649	oai:oaicat.oclc.org:SS7729995_7729995_8362530_CORNELL
927420	oai:oaicat.oclc.org:SS7729596_7729596_3048642_CORNELL
1405792	oai:oaicat.oclc.org:SS7729596_7729596_3046884_CORNELL
1650709	oai:oaicat.oclc.org:SS7729596_7729596_8334132_CORNELL
2677354	oai:oaicat.oclc.org:SS7729463_7729463_8394002_CORNELL
12638249	oai:oaicat.oclc.org:SS7730635_7730635_10416555_LAWRENCE
21741847	oai:oaicat.oclc.org:SS7729975_7729975_12098662_TRINITY
11073218	oai:oaicat.oclc.org:SS7730635_7730635_9764082_LAWRENCE
504296	oai:oaicat.oclc.org:SS7729538_7729538_1669455_CORNELL
2842394	oai:oaicat.oclc.org:SS7729997_7729997_8330088_TRINITY
1359529	oai:oaicat.oclc.org:SS7729495_7729495_8278611_WASH
2677847	oai:oaicat.oclc.org:SS7729463_7729463_8393455_CORNELL
1311523	oai:oaicat.oclc.org:SS7729497_7729497_3047416_WASH
372793	oai:oaicat.oclc.org:SS7729438_7729438_599637_CORNELL
11642300	oai:oaicat.oclc.org:SS7730635_7730635_9942195_LAWRENCE
1323337	oai:oaicat.oclc.org:SS7729499_7729499_7500373_CORNELL
550575	oai:oaicat.oclc.org:SS7729995_7729995_8366411_CORNELL
489469	oai:oaicat.oclc.org:SS7730455_7730455_8785487_BRYN
1651243	oai:oaicat.oclc.org:SS7730455_7730455_8785612_BRYN
202360	oai:oaicat.oclc.org:SS7729419_7729419_574004_CORNELL
293615	oai:oaicat.oclc.org:SS7729421_7729421_637605_DELW
3386341	oai:oaicat.oclc.org:SS7729429_7729429_9240735_CORNELL
322043	oai:oaicat.oclc.org:SS7729440_7729440_615953_CORNELL
293524	oai:oaicat.oclc.org:SS7729421_7729421_637467_DELW
547219	oai:oaicat.oclc.org:SS7729995_7729995_8359669_CORNELL
3386191	oai:oaicat.oclc.org:SS7729429_7729429_9240435_CORNELL
9286551	oai:oaicat.oclc.org:SS7730477_7730477_8760783_CUNY
2672614	oai:oaicat.oclc.org:SS7729463_7729463_8391589_CORNELL
2673757	oai:oaicat.oclc.org:SS7729463_7729463_8389730_CORNELL
1486519	oai:oaicat.oclc.org:SS7729596_7729596_6993753_CORNELL
325077	oai:oaicat.oclc.org:SS7729421_7729421_637158_DELW
316369	oai:oaicat.oclc.org:SS7729555_7729555_1669366_CORNELL
9285621	oai:oaicat.oclc.org:SS7730477_7730477_8759933_CUNY
2675667	oai:oaicat.oclc.org:SS7729463_7729463_8387014_CORNELL
295699	oai:oaicat.oclc.org:SS7729421_7729421_628207_DELW
414883	oai:oaicat.oclc.org:SS7729421_7729421_622482_DELW
13621552	oai:oaicat.oclc.org:SS7730795_7730795_10558139_GETTY
294842	oai:oaicat.oclc.org:SS7729421_7729421_622772_DELW
9209592	oai:oaicat.oclc.org:SS7729596_7729596_9158313_CORNELL
325722	oai:oaicat.oclc.org:SS7729421_7729421_640437_DELW
306484	oai:oaicat.oclc.org:SS7729421_7729421_647265_DELW
9223906	oai:oaicat.oclc.org:SS7729463_7729463_8857761_CORNELL
1322767	oai:oaicat.oclc.org:SS7729499_7729499_7453689_CORNELL
9222980	oai:oaicat.oclc.org:SS7729463_7729463_8857525_CORNELL
22352525	oai:oaicat.oclc.org:SS7729975_7729975_12663969_TRINITY
544693	oai:oaicat.oclc.org:SS7729995_7729995_8355617_CORNELL
203887	oai:oaicat.oclc.org:SS7729419_7729419_577134_CORNELL
8689301	oai:oaicat.oclc.org:SS7729975_7729975_9006600_TRINITY
1313484	oai:oaicat.oclc.org:SS7729499_7729499_6260248_CORNELL
638616	oai:oaicat.oclc.org:SS7729995_7729995_8372222_CORNELL
8179710	oai:oaicat.oclc.org:SS7729975_7729975_8556065_TRINITY
1317604	oai:oaicat.oclc.org:SS7729499_7729499_6000587_CORNELL
8204578	oai:oaicat.oclc.org:SS7729975_7729975_8560244_TRINITY
548002	oai:oaicat.oclc.org:SS7729995_7729995_8361493_CORNELL
309617	oai:oaicat.oclc.org:SS7729421_7729421_652516_DELW
296783	oai:oaicat.oclc.org:SS7729421_7729421_645867_DELW
1517229	oai:oaicat.oclc.org:SS7729596_7729596_6996573_CORNELL
203556	oai:oaicat.oclc.org:SS7729419_7729419_575330_CORNELL
1486902	oai:oaicat.oclc.org:SS7729596_7729596_6995639_CORNELL
324790	oai:oaicat.oclc.org:SS7729421_7729421_627120_DELW
2942778	oai:oaicat.oclc.org:SS7729444_7729444_8343738_DELW
1313685	oai:oaicat.oclc.org:SS7729499_7729499_6260364_CORNELL
1313814	oai:oaicat.oclc.org:SS7729499_7729499_6260391_CORNELL
1325840	oai:oaicat.oclc.org:SS7729499_7729499_8022519_CORNELL
548487	oai:oaicat.oclc.org:SS7729995_7729995_8361851_CORNELL
575376	oai:oaicat.oclc.org:SS7729995_7729995_8371338_CORNELL
9182368	oai:oaicat.oclc.org:SS7729975_7729975_8648407_TRINITY
2678043	oai:oaicat.oclc.org:SS7729463_7729463_8388171_CORNELL
158732	oai:oaicat.oclc.org:SS7729417_7729417_571890_CORNELL
9172002	oai:oaicat.oclc.org:SS7729975_7729975_8641887_TRINITY
325289	oai:oaicat.oclc.org:SS7729421_7729421_637932_DELW
2671683	oai:oaicat.oclc.org:SS7729463_7729463_8388160_CORNELL
2678571	oai:oaicat.oclc.org:SS7729463_7729463_8386088_CORNELL
2861111	oai:oaicat.oclc.org:SS7729596_7729596_9156751_CORNELL
550401	oai:oaicat.oclc.org:SS7729995_7729995_8365128_CORNELL
307751	oai:oaicat.oclc.org:SS7729421_7729421_649143_DELW
201364	oai:oaicat.oclc.org:SS7729419_7729419_572344_CORNELL
302805	oai:oaicat.oclc.org:SS7729441_7729441_589735_CORNELL
1321957	oai:oaicat.oclc.org:SS7729499_7729499_6986360_CORNELL
10960894	oai:oaicat.oclc.org:SS7729975_7729975_9701596_TRINITY
21544524	oai:oaicat.oclc.org:SS7729418_7729418_12060161_COLBY
302106	oai:oaicat.oclc.org:SS7729441_7729441_587908_CORNELL
310440	oai:oaicat.oclc.org:SS7729421_7729421_653587_DELW
302107	oai:oaicat.oclc.org:SS7729441_7729441_587911_CORNELL
297207	oai:oaicat.oclc.org:SS7729421_7729421_645153_DELW
3501514	oai:oaicat.oclc.org:SS7730136_7730136_8492512_DELW
17441197	oai:oaicat.oclc.org:SS7729418_7729418_11858798_COLBY
310788	oai:oaicat.oclc.org:SS7729421_7729421_654280_DELW
9222295	oai:oaicat.oclc.org:SS7729463_7729463_8860085_CORNELL
548314	oai:oaicat.oclc.org:SS7729995_7729995_8360733_CORNELL
9223395	oai:oaicat.oclc.org:SS7729463_7729463_8858705_CORNELL
293998	oai:oaicat.oclc.org:SS7729421_7729421_643128_DELW
9219956	oai:oaicat.oclc.org:SS7729463_7729463_8865455_CORNELL
547331	oai:oaicat.oclc.org:SS7729995_7729995_8358915_CORNELL
9220306	oai:oaicat.oclc.org:SS7729463_7729463_8869472_CORNELL
270207	oai:oaicat.oclc.org:SS7729422_7729422_579457_DELW
2679040	oai:oaicat.oclc.org:SS7729463_7729463_8393870_CORNELL
9220194	oai:oaicat.oclc.org:SS7729463_7729463_8869876_CORNELL
17341643	oai:oaicat.oclc.org:SS7731291_7731291_10906252_GETTY
455944	oai:oaicat.oclc.org:SS7729443_7729443_689414_CORNELL
548994	oai:oaicat.oclc.org:SS7729995_7729995_8362380_CORNELL
1650557	oai:oaicat.oclc.org:SS7729596_7729596_8333499_CORNELL
574658	oai:oaicat.oclc.org:SS7729995_7729995_8369905_CORNELL
303353	oai:oaicat.oclc.org:SS7729441_7729441_590269_CORNELL
2678190	oai:oaicat.oclc.org:SS7729463_7729463_8379393_CORNELL
2122214	oai:oaicat.oclc.org:SS7729441_7729441_9625531_CORNELL
504415	oai:oaicat.oclc.org:SS7729537_7729537_1669172_CORNELL
1313730	oai:oaicat.oclc.org:SS7729499_7729499_5667643_CORNELL
308304	oai:oaicat.oclc.org:SS7729421_7729421_650325_DELW
9481717	oai:oaicat.oclc.org:SS7730017_7730017_8918900_RHODE
504059	oai:oaicat.oclc.org:SS7729535_7729535_1669484_CORNELL
2842722	oai:oaicat.oclc.org:SS7729997_7729997_8330752_TRINITY
549467	oai:oaicat.oclc.org:SS7729995_7729995_8363813_CORNELL
1353753	oai:oaicat.oclc.org:SS7729495_7729495_8277477_WASH
2943998	oai:oaicat.oclc.org:SS7729444_7729444_8347060_DELW
14900922	oai:oaicat.oclc.org:SS7731126_7731126_10770966_RHODEIC
310150	oai:oaicat.oclc.org:SS7729421_7729421_641676_DELW
1533411	oai:oaicat.oclc.org:SS7730455_7730455_8785647_BRYN
12820286	oai:oaicat.oclc.org:SS7731269_7731269_10874970_KANSAS
296198	oai:oaicat.oclc.org:SS7729421_7729421_641853_DELW
1078937	oai:oaicat.oclc.org:SS7729596_7729596_6990312_CORNELL
767625	oai:oaicat.oclc.org:SS7729469_7729469_745181_DELW
2941676	oai:oaicat.oclc.org:SS7729444_7729444_8345732_DELW
2860438	oai:oaicat.oclc.org:SS7729596_7729596_9155031_CORNELL
3244880	oai:oaicat.oclc.org:SS7729975_7729975_8431761_TRINITY
1781067	oai:oaicat.oclc.org:SS7729596_7729596_9154875_CORNELL
3386356	oai:oaicat.oclc.org:SS7729429_7729429_9240765_CORNELL
2675539	oai:oaicat.oclc.org:SS7729463_7729463_8386980_CORNELL
9220271	oai:oaicat.oclc.org:SS7729463_7729463_8862913_CORNELL
322883	oai:oaicat.oclc.org:SS7729440_7729440_619220_CORNELL
9087814	oai:oaicat.oclc.org:SS7730395_7730395_8639095_CUNY
202284	oai:oaicat.oclc.org:SS7729419_7729419_573884_CORNELL
2674147	oai:oaicat.oclc.org:SS7729463_7729463_8390190_CORNELL
414952	oai:oaicat.oclc.org:SS7729421_7729421_636555_DELW
2675804	oai:oaicat.oclc.org:SS7729463_7729463_8390088_CORNELL
309337	oai:oaicat.oclc.org:SS7729421_7729421_639411_DELW
21801117	oai:oaicat.oclc.org:SS7729499_7729499_12112615_CORNELL
325700	oai:oaicat.oclc.org:SS7729421_7729421_639789_DELW
319663	oai:oaicat.oclc.org:SS7729456_7729456_613354_CORNELL
203628	oai:oaicat.oclc.org:SS7729419_7729419_576976_CORNELL
307004	oai:oaicat.oclc.org:SS7729421_7729421_648267_DELW
1265666	oai:oaicat.oclc.org:SS7729517_7729517_1022605_CORNELL
325213	oai:oaicat.oclc.org:SS7729421_7729421_628363_DELW
9223956	oai:oaicat.oclc.org:SS7729463_7729463_8858239_CORNELL
1322668	oai:oaicat.oclc.org:SS7729499_7729499_7369305_CORNELL
1322504	oai:oaicat.oclc.org:SS7729499_7729499_7369085_CORNELL
1318035	oai:oaicat.oclc.org:SS7729499_7729499_8274831_CORNELL
310069	oai:oaicat.oclc.org:SS7729421_7729421_640365_DELW
9223701	oai:oaicat.oclc.org:SS7729463_7729463_8858349_CORNELL
1314153	oai:oaicat.oclc.org:SS7729499_7729499_5730560_CORNELL
1314351	oai:oaicat.oclc.org:SS7729499_7729499_6260735_CORNELL
1406022	oai:oaicat.oclc.org:SS7729596_7729596_6988506_CORNELL
309444	oai:oaicat.oclc.org:SS7729421_7729421_652141_DELW
309526	oai:oaicat.oclc.org:SS7729421_7729421_652309_DELW
8204566	oai:oaicat.oclc.org:SS7729975_7729975_8560220_TRINITY
2941202	oai:oaicat.oclc.org:SS7729444_7729444_8344513_DELW
1314391	oai:oaicat.oclc.org:SS7729499_7729499_6260744_CORNELL
8186060	oai:oaicat.oclc.org:SS7729975_7729975_8556225_TRINITY
2673670	oai:oaicat.oclc.org:SS7729463_7729463_8389627_CORNELL
8191216	oai:oaicat.oclc.org:SS7729975_7729975_8557506_TRINITY
1322831	oai:oaicat.oclc.org:SS7729499_7729499_8273447_CORNELL
2966929	oai:oaicat.oclc.org:SS7729975_7729975_8374675_TRINITY
9219295	oai:oaicat.oclc.org:SS7729463_7729463_8866696_CORNELL
1316907	oai:oaicat.oclc.org:SS7729499_7729499_6000301_CORNELL
9116702	oai:oaicat.oclc.org:SS7730437_7730437_8636648_BRYN
1712349	oai:oaicat.oclc.org:SS7729596_7729596_8477561_CORNELL
13458833	oai:oaicat.oclc.org:SS7730635_7730635_10940224_LAWRENCE
12583084	oai:oaicat.oclc.org:SS7730635_7730635_10521348_LAWRENCE
201370	oai:oaicat.oclc.org:SS7729419_7729419_572365_CORNELL
1314383	oai:oaicat.oclc.org:SS7729499_7729499_5999929_CORNELL
641421	oai:oaicat.oclc.org:SS7729995_7729995_8364871_CORNELL
215363	oai:oaicat.oclc.org:SS7729473_7729473_2171089_CORNELL
215368	oai:oaicat.oclc.org:SS7729473_7729473_2171097_CORNELL
9116849	oai:oaicat.oclc.org:SS7730437_7730437_8636938_BRYN
14314328	oai:oaicat.oclc.org:SS7730635_7730635_10785756_LAWRENCE
1322094	oai:oaicat.oclc.org:SS7729499_7729499_7337487_CORNELL
9318526	oai:oaicat.oclc.org:SS7730477_7730477_8792477_CUNY
2861420	oai:oaicat.oclc.org:SS7729596_7729596_9157397_CORNELL
14325447	oai:oaicat.oclc.org:SS7730635_7730635_10786737_LAWRENCE
1308164	oai:oaicat.oclc.org:SS7729497_7729497_3076030_WASH
9087798	oai:oaicat.oclc.org:SS7729737_7729737_8625823_BRYN
2941701	oai:oaicat.oclc.org:SS7729444_7729444_8341734_DELW
9217655	oai:oaicat.oclc.org:SS7729463_7729463_8866136_CORNELL
293311	oai:oaicat.oclc.org:SS7729421_7729421_642552_DELW
13124775	oai:oaicat.oclc.org:SS7729975_7729975_10516855_TRINITY
293071	oai:oaicat.oclc.org:SS7729421_7729421_642399_DELW
18474740	oai:oaicat.oclc.org:SS7731342_7731342_10951505_TRINITY
609194	oai:oaicat.oclc.org:SS7729737_7729737_8328588_BRYN
321960	oai:oaicat.oclc.org:SS7729440_7729440_615074_CORNELL
3902619	oai:oaicat.oclc.org:SS7729975_7729975_8493316_TRINITY
12950846	oai:oaicat.oclc.org:SS7729975_7729975_10435577_TRINITY
9117288	oai:oaicat.oclc.org:SS7730437_7730437_8637814_BRYN
310496	oai:oaicat.oclc.org:SS7729421_7729421_653698_DELW
1712679	oai:oaicat.oclc.org:SS7729596_7729596_8478185_CORNELL
1321641	oai:oaicat.oclc.org:SS7729499_7729499_6985986_CORNELL
22670167	oai:oaicat.oclc.org:SS7729975_7729975_12723779_TRINITY
1321814	oai:oaicat.oclc.org:SS7729499_7729499_6985944_CORNELL
1318046	oai:oaicat.oclc.org:SS7729499_7729499_6262245_CORNELL
2122163	oai:oaicat.oclc.org:SS7729441_7729441_9625509_CORNELL
9219929	oai:oaicat.oclc.org:SS7729463_7729463_8869588_CORNELL
9218807	oai:oaicat.oclc.org:SS7729463_7729463_8869124_CORNELL
9219139	oai:oaicat.oclc.org:SS7729463_7729463_8870006_CORNELL
9224140	oai:oaicat.oclc.org:SS7729463_7729463_8857148_CORNELL
342310	oai:oaicat.oclc.org:SS7729436_7729436_613140_DELW
22395495	oai:oaicat.oclc.org:SS7729975_7729975_12712522_TRINITY
2678270	oai:oaicat.oclc.org:SS7729463_7729463_8394392_CORNELL
2678232	oai:oaicat.oclc.org:SS7729463_7729463_8394360_CORNELL
609173	oai:oaicat.oclc.org:SS7729737_7729737_7858189_BRYN
1296665	oai:oaicat.oclc.org:SS7729496_7729496_3047144_WASH
2842839	oai:oaicat.oclc.org:SS7729997_7729997_8330596_TRINITY
1354544	oai:oaicat.oclc.org:SS7729495_7729495_8278077_WASH
2842240	oai:oaicat.oclc.org:SS7729997_7729997_8329960_TRINITY
292989	oai:oaicat.oclc.org:SS7729421_7729421_623826_DELW
15067507	oai:oaicat.oclc.org:SS7731126_7731126_10771931_RHODEIC
9481711	oai:oaicat.oclc.org:SS7730017_7730017_8918888_RHODE
15591474	oai:oaicat.oclc.org:SS7729995_7729995_11926489_CORNELL
308601	oai:oaicat.oclc.org:SS7729421_7729421_635595_DELW
14905122	oai:oaicat.oclc.org:SS7731126_7731126_10772309_RHODEIC
15067550	oai:oaicat.oclc.org:SS7731126_7731126_10772107_RHODEIC
550541	oai:oaicat.oclc.org:SS7729995_7729995_8365979_CORNELL
14901037	oai:oaicat.oclc.org:SS7731126_7731126_10770603_RHODEIC
8288728	oai:oaicat.oclc.org:SS7730156_7730156_8577532_RHODE
768024	oai:oaicat.oclc.org:SS7729465_7729465_744530_DELW
550371	oai:oaicat.oclc.org:SS7729995_7729995_8366341_CORNELL
2676667	oai:oaicat.oclc.org:SS7729463_7729463_8391212_CORNELL
927201	oai:oaicat.oclc.org:SS7729596_7729596_3045189_CORNELL
200976	oai:oaicat.oclc.org:SS7729419_7729419_575816_CORNELL
1341451	oai:oaicat.oclc.org:SS7729495_7729495_8276959_WASH
547411	oai:oaicat.oclc.org:SS7729995_7729995_8359363_CORNELL
1320391	oai:oaicat.oclc.org:SS7729499_7729499_5808001_CORNELL
3213731	oai:oaicat.oclc.org:SS7729975_7729975_8423600_TRINITY
1517644	oai:oaicat.oclc.org:SS7729596_7729596_6999925_CORNELL
202260	oai:oaicat.oclc.org:SS7729419_7729419_573846_CORNELL
323790	oai:oaicat.oclc.org:SS7729440_7729440_615821_CORNELL
1314280	oai:oaicat.oclc.org:SS7729499_7729499_5807838_CORNELL
293552	oai:oaicat.oclc.org:SS7729421_7729421_637521_DELW
200839	oai:oaicat.oclc.org:SS7729419_7729419_578512_CORNELL
2677002	oai:oaicat.oclc.org:SS7729463_7729463_8391382_CORNELL
325204	oai:oaicat.oclc.org:SS7729421_7729421_637740_DELW
1486778	oai:oaicat.oclc.org:SS7729596_7729596_6995012_CORNELL
3301892	oai:oaicat.oclc.org:SS7729975_7729975_8435394_TRINITY
18014096	oai:oaicat.oclc.org:SS7730635_7730635_10944083_LAWRENCE
13866414	oai:oaicat.oclc.org:SS7730795_7730795_10561673_GETTY
544483	oai:oaicat.oclc.org:SS7729995_7729995_8355394_CORNELL
1391372	oai:oaicat.oclc.org:SS7729499_7729499_8274753_CORNELL
20458286	oai:oaicat.oclc.org:SS7730635_7730635_11895768_LAWRENCE
13621596	oai:oaicat.oclc.org:SS7730795_7730795_10557641_GETTY
1322368	oai:oaicat.oclc.org:SS7729499_7729499_7343834_CORNELL
296785	oai:oaicat.oclc.org:SS7729421_7729421_629953_DELW
9224235	oai:oaicat.oclc.org:SS7729463_7729463_8858140_CORNELL
1322481	oai:oaicat.oclc.org:SS7729499_7729499_7369055_CORNELL
22323759	oai:oaicat.oclc.org:SS7729975_7729975_12627866_TRINITY
9223045	oai:oaicat.oclc.org:SS7729463_7729463_8858188_CORNELL
13866768	oai:oaicat.oclc.org:SS7730795_7730795_10561849_GETTY
1322664	oai:oaicat.oclc.org:SS7729499_7729499_7369301_CORNELL
295511	oai:oaicat.oclc.org:SS7729421_7729421_622271_DELW
9013131	oai:oaicat.oclc.org:SS7729975_7729975_8614512_TRINITY
22293627	oai:oaicat.oclc.org:SS7729975_7729975_12601036_TRINITY
2678930	oai:oaicat.oclc.org:SS7729463_7729463_8388874_CORNELL
1313468	oai:oaicat.oclc.org:SS7729499_7729499_6257435_CORNELL
299401	oai:oaicat.oclc.org:SS7729428_7729428_583293_CORNELL
9394476	oai:oaicat.oclc.org:SS7729975_7729975_8824762_TRINITY
309390	oai:oaicat.oclc.org:SS7729421_7729421_652042_DELW
551189	oai:oaicat.oclc.org:SS7729995_7729995_8367696_CORNELL
575517	oai:oaicat.oclc.org:SS7729995_7729995_8372350_CORNELL
415959	oai:oaicat.oclc.org:SS7729421_7729421_656860_DELW
308173	oai:oaicat.oclc.org:SS7729421_7729421_656983_DELW
2943787	oai:oaicat.oclc.org:SS7729444_7729444_8344427_DELW
203087	oai:oaicat.oclc.org:SS7729419_7729419_574958_CORNELL
4034453	oai:oaicat.oclc.org:SS7729975_7729975_8517955_TRINITY
1517396	oai:oaicat.oclc.org:SS7729596_7729596_6998932_CORNELL
8179465	oai:oaicat.oclc.org:SS7729975_7729975_8555943_TRINITY
297196	oai:oaicat.oclc.org:SS7729421_7729421_630838_DELW
9116897	oai:oaicat.oclc.org:SS7730437_7730437_8637032_BRYN
158696	oai:oaicat.oclc.org:SS7729417_7729417_571868_CORNELL
503252	oai:oaicat.oclc.org:SS7729539_7729539_1666792_CORNELL
235225	oai:oaicat.oclc.org:SS7729473_7729473_3110246_CORNELL
503106	oai:oaicat.oclc.org:SS7729539_7729539_1667079_CORNELL
1315458	oai:oaicat.oclc.org:SS7729499_7729499_5115111_CORNELL
2861046	oai:oaicat.oclc.org:SS7729596_7729596_9156627_CORNELL
2675135	oai:oaicat.oclc.org:SS7729463_7729463_8386534_CORNELL
1316722	oai:oaicat.oclc.org:SS7729499_7729499_5114893_CORNELL
1314449	oai:oaicat.oclc.org:SS7729499_7729499_6258972_CORNELL
9221435	oai:oaicat.oclc.org:SS7729463_7729463_8871791_CORNELL
9220805	oai:oaicat.oclc.org:SS7729463_7729463_8871584_CORNELL
1712318	oai:oaicat.oclc.org:SS7729596_7729596_8477503_CORNELL
2861313	oai:oaicat.oclc.org:SS7729596_7729596_9157183_CORNELL
9116593	oai:oaicat.oclc.org:SS7730437_7730437_8636432_BRYN
201686	oai:oaicat.oclc.org:SS7729419_7729419_572928_CORNELL
15067815	oai:oaicat.oclc.org:SS7731126_7731126_10773017_RHODEIC
293625	oai:oaicat.oclc.org:SS7729421_7729421_624624_DELW
2160233	oai:oaicat.oclc.org:SS7729795_7729795_8312155_BRYN
9223144	oai:oaicat.oclc.org:SS7729463_7729463_8859021_CORNELL
302153	oai:oaicat.oclc.org:SS7729441_7729441_588043_CORNELL
9222305	oai:oaicat.oclc.org:SS7729463_7729463_8860199_CORNELL
1712806	oai:oaicat.oclc.org:SS7729596_7729596_9152986_CORNELL
10998614	oai:oaicat.oclc.org:SS7730662_7730662_9741455_METHOD
1712773	oai:oaicat.oclc.org:SS7729596_7729596_8478373_CORNELL
544151	oai:oaicat.oclc.org:SS7729995_7729995_8436098_CORNELL
2661630	oai:oaicat.oclc.org:SS7729955_7729955_8319209_TRINITY
21860504	oai:oaicat.oclc.org:SS7730662_7730662_12139551_METHOD
293632	oai:oaicat.oclc.org:SS7729421_7729421_642840_DELW
21973572	oai:oaicat.oclc.org:SS7729975_7729975_12351212_TRINITY
2942880	oai:oaicat.oclc.org:SS7729444_7729444_8342175_DELW
8329877	oai:oaicat.oclc.org:SS7729995_7729995_10193763_CORNELL
2677406	oai:oaicat.oclc.org:SS7729463_7729463_8391773_CORNELL
2672433	oai:oaicat.oclc.org:SS7729463_7729463_8379516_CORNELL
9218678	oai:oaicat.oclc.org:SS7729463_7729463_8868178_CORNELL
215788	oai:oaicat.oclc.org:SS7729473_7729473_773554_CORNELL
2674497	oai:oaicat.oclc.org:SS7729463_7729463_8385199_CORNELL
549404	oai:oaicat.oclc.org:SS7729995_7729995_8363424_CORNELL
9224085	oai:oaicat.oclc.org:SS7729463_7729463_8856709_CORNELL
2679047	oai:oaicat.oclc.org:SS7729463_7729463_8380257_CORNELL
157533	oai:oaicat.oclc.org:SS7729417_7729417_571272_CORNELL
1405796	oai:oaicat.oclc.org:SS7729596_7729596_3048672_CORNELL
9221479	oai:oaicat.oclc.org:SS7729463_7729463_8870251_CORNELL
575155	oai:oaicat.oclc.org:SS7729995_7729995_8370700_CORNELL
2676404	oai:oaicat.oclc.org:SS7729463_7729463_8379266_CORNELL
1406156	oai:oaicat.oclc.org:SS7729596_7729596_3048455_CORNELL
